web-scraper-order,web-scraper-start-url,figure_link,figure_link-href,name,description,image-src,price
"1700697200-1","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Jedi Knight Revan and HK-47 (Galaxy of Heroes)","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-sets/jedi-knight-revan-and-hk-47-galaxy-of-heroes-7243.php","Star Wars The Vintage Collection Jedi Knight Revan and HK-47 (Galaxy of Heroes)","Star Wars The Vintage Collection Jedi Knight Revan and HK-47 (Galaxy of Heroes) 
Two figures from Star Wars: Knights of the Old Republic! A Hunter-Killer droid from the Old Republic era, HK-47 is a deadly assassin with a dark sense of humor. The journey from dark side back to the light is complete as the legendary Revan finds redemption as a white-robed Jedi Knight. This Star Wars: Galaxy of Heroes 2-pack comes with Jedi Knight Revan’s lightsaber accessory and HK-47’s blaster accessory.","/star-wars/images/thumbs/jedi-knight-revan-and-hk-47-galaxy-of-heroes-7243.jpg","null"
"1700697202-2","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Jabba the Hutt Set","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-sets/jabba-the-hutt-set-6958.php","Star Wars The Vintage Collection Jabba the Hutt Set","Star Wars The Vintage Collection Jabba the Hutt Set 
Jabba the Hutt was one of the galaxy’s most powerful gangsters, with far-reaching influence in both politics and the criminal underworld. Pose out Jabba and his minions with an armrest, soft goods pillows, and rugs. 


Features Salacious B. Crumb and smelter droid 8D8 and includes aquarium and pipe set pieces, as well as food and drink accessories.","/star-wars/images/thumbs/jabba-the-hutt-set-6958.jpg","null"
"1700697204-3","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Wicket W. Warrick & Kneesaa","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-sets/wicket-w-warrick-kneesaa-6651.php","Star Wars The Vintage Collection Wicket W. Warrick & Kneesaa","Star Wars The Vintage Collection Wicket W. Warrick & Kneesaa 
If you like to collect e-e-e-e-e-e-Ewoks, this is your lucky day! Taking cues from the 1985-1987 cartoon show where our furry friends battled witches, monsters, Duloks, and even the Empire, this two-pack of carded figures bring you some much-needed updates to some classics. Wicket W. Warrick now appears in his season one yellowish-brown hood, and includes a pouch and spear. Princess Kneesaa includes her pink hood, and for the first time ever comes on an Ewoks-branded cardback with an all-new coin!","/star-wars/images/thumbs/wicket-w-warrick-kneesaa-6651.jpg","C$47.41"
"1700697206-4","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Tusken Warrior & Massiff","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-sets/tusken-warrior-massiff-6391.php","Star Wars The Vintage Collection Tusken Warrior & Massiff","Star Wars The Vintage Collection Tusken Warrior & Massiff 
Each member of a Tusken clan must learn to be useful. Some become guards—aided by attentive reptilian creatures, massiffs—to watch over prisoners of the tribe.","/star-wars/images/thumbs/tusken-warrior-massiff-6391.jpg","C$41.44"
"1700697208-5","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Tusken Raiders 4 Pack","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-sets/tusken-raiders-4-pack-6266.php","Star Wars The Vintage Collection Tusken Raiders 4 Pack","Star Wars The Vintage Collection Tusken Raiders 4 Pack 
Survival in the unforgiving desert of Tatooine requires strict training and discipline for the members of a Tusken tribe. Led by a chieftain, each member of the clan must learn to be useful.



Includes: 4 figures and 5 accessories.



This clan is made complete with the leader of the Tusken tribe, the chieftain!","/star-wars/images/thumbs/tusken-raiders-4-pack-6266.jpg","C$118.22"
"1700697210-6","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","The Rescue Set","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-sets/the-rescue-set-4436.php","Star Wars The Vintage Collection The Rescue Set","Star Wars The Vintage Collection The Rescue Set 
THE VINTAGE COLLECTION THE RESCUE SET multipack is inspired by the daring rescue of Grogu in the STAR WARS: THE MANDALORIAN series. The Mandalorian leads a crew on a rescue mission to Moff Gideon’s ship where a garrison of dark troopers – the advanced droids that captured Grogu – are waiting. Highly poseable with realistic detail, these 3.75-inch-scale figures can be displayed in action figure and vehicle collections. Includes 4 figures (The Mandalorian, Grogu, Moff Gideon and Dark Trooper) and 10 entertainment-inspired accessories.","/star-wars/images/thumbs/the-rescue-set-4436.jpg","C$86.32"
"1700697212-7","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Sabine Wren (Deluxe)","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-sets/sabine-wren-deluxe-7080.php","Star Wars The Vintage Collection Sabine Wren (Deluxe)","Star Wars The Vintage Collection Sabine Wren (Deluxe) 
Set after the fall of the Empire, AHSOKA follows former Jedi Knight Ahsoka Tano as she investigates an emerging threat to a vulnerable galaxy. 


Includes figure with 8 entertainment-inspired accessories including a graffiti spray tool and 2 blasters.","/star-wars/images/thumbs/sabine-wren-deluxe-7080.jpg","C$44.67"
"1700697215-8","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Rebel Soldiers 4 Pack (Echo Base Battle Gear)","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-sets/rebel-soldiers-4-pack-echo-base-battle-gear-4271.php","Star Wars The Vintage Collection Rebel Soldiers 4 Pack (Echo Base Battle Gear)","Star Wars The Vintage Collection Rebel Soldiers 4 Pack (Echo Base Battle Gear) 
Drawn from many homeworlds and species, Rebel troopers were the Alliance's front-line soldiers in the war against the Empire.



Featuring premium detail and design across multiple points of articulation, as well as original Kenner branding, these collectible STAR WARS: THE VINTAGE COLLECTION 3.75-INCH REBEL SOLDIER (ECHO BASE BATTLE GEAR) figures are inspired by characters in STAR WARS: THE EMPIRE STRIKE BACK.



Includes 4 figures and 14 accessories.","/star-wars/images/thumbs/rebel-soldiers-4-pack-echo-base-battle-gear-4271.jpg","C$58.57"
"1700697217-9","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Phase II Clone Trooper (212th) 4 pack","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-sets/phase-ii-clone-trooper-212th-4-pack-7079.php","Star Wars The Vintage Collection Phase II Clone Trooper (212th) 4 pack","Star Wars The Vintage Collection Phase II Clone Trooper (212th) 4 pack 
So symbolic were clone troopers of the times, the galaxy-wide conflict that saw their debut took its name from their ranks: the Clone Wars. 


Includes: 4 Phase II Clone Trooper Action figures and 6 accessories.","/star-wars/images/thumbs/phase-ii-clone-trooper-212th-4-pack-7079.jpg","C$96.37"
"1700697219-10","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Paz Vizsla (Deluxe)","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-sets/paz-vizsla-deluxe-5498.php","Star Wars The Vintage Collection Paz Vizsla (Deluxe)","Star Wars The Vintage Collection Paz Vizsla (Deluxe) 
Paz Vizsla is a brawny warrior encased in the strongest beskar armor. A descendant of the esteemed House Vizsla, he comes from a long line of leaders spanning the centuries.



Includes three fireblasts, a blade, a backpack and a shield.","/star-wars/images/thumbs/paz-vizsla-deluxe-5498.jpg","C$28.04"
"1700697221-11","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Obi-Wan Kenobi & Darth Vader Showdown 2 Pack","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-sets/obi-wan-kenobi-darth-vader-showdown-2-pack-659.php","Star Wars The Vintage Collection Obi-Wan Kenobi & Darth Vader Showdown 2 Pack","Star Wars The Vintage Collection Obi-Wan Kenobi & Darth Vader Showdown 2 Pack 
Inspired by Star Wars: Obi-Wan Kenobi, this Star Wars The Vintage Collection 3.75-inch-scale Obi-Wan Kenobi (Showdown) & Darth Vader (Showdown) figure 2-pack.



On a desolate, rocky planet, Obi-Wan Kenobi confronts his past in a decisive battle against his former Padawan and friend Anakin Skywalker-- now known only as Darth Vader.



Includes: 2 figures and 5 accessories including Obi-Wan Kenobi’s lightsaber and Darth Vader’s battle-damaged helmet.","/star-wars/images/thumbs/obi-wan-kenobi-darth-vader-showdown-2-pack-659.jpg","C$75.35"
"1700697223-12","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Figrin D’an and the Modal Nodes","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-sets/figrin-dan-and-the-modal-nodes-5270.php","Star Wars The Vintage Collection Figrin D’an and the Modal Nodes","Star Wars The Vintage Collection Figrin D’an and the Modal Nodes 
This seven-piece ensemble of Bith musicians was a common sight at the Mos Eisley Cantina, playing swinging instrumentals for the watering hole’s staggering patrons.","/star-wars/images/thumbs/figrin-dan-and-the-modal-nodes-5270.jpg","C$88.38"
"1700697225-13","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Luke Skywalker and Grogu (Deluxe)","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-sets/luke-skywalker-and-grogu-deluxe-6709.php","Star Wars The Vintage Collection Luke Skywalker and Grogu (Deluxe)","Star Wars The Vintage Collection Luke Skywalker and Grogu (Deluxe) 
To help him hone his skills and understand the ways of the Force, Grogu trains with a new Jedi Master: Luke Skywalker.



Includes 15 series-accurate accessories, including a training remote and two lightsabers.



Exclusive to Target.","/star-wars/images/thumbs/luke-skywalker-and-grogu-deluxe-6709.jpg","C$40.26"
"1700697228-14","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Krrsantan","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-sets/krrsantan-6897.php","Star Wars The Vintage Collection Krrsantan","Star Wars The Vintage Collection Krrsantan 
A former gladiator turned deadly bounty hunter, Krrsantan is a towering black-furred Wookiee who made a name for himself in the criminal underworld with his intimidating presence and raw strength.



The Vintage Collection Krrsantan, as seen in The Book of Boba Fett. Featuring 14 accessories and available at SDCC 2023.","/star-wars/images/thumbs/krrsantan-6897.jpg","C$40.89"
"1700697230-15","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Krrsantan (Deluxe)","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-sets/krrsantan-deluxe-6378.php","Star Wars The Vintage Collection Krrsantan (Deluxe)","Star Wars The Vintage Collection Krrsantan (Deluxe) 
A former gladiator turned deadly bounty hunter, Krrsantan is a towering black-furred Wookiee who made a name for himself in the criminal underworld with his intimidating presence and raw strength.



Krrsantan action figure includes 9 deluxe accessories, including a mug and two extra sets of hands.","/star-wars/images/thumbs/krrsantan-deluxe-6378.jpg","C$36.46"
"1700697232-16","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Imperial Officers 4 Pack","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-sets/imperial-officers-4-pack-6956.php","Star Wars The Vintage Collection Imperial Officers 4 Pack","Star Wars The Vintage Collection Imperial Officers 4 Pack 
Imperial officers fought against Rebel forces in an effort to maintain the Empire’s stronghold over the galaxy. Add these four unique figures to your collection, including two new officer portraits; Admiral Piett (with his admiral rank badge); and -- for the first time in The Vintage Collection -- General Motti.





Each Imperial Officer in this 4-pack comes with one or two blaster accessories for 6 accessories total","/star-wars/images/thumbs/imperial-officers-4-pack-6956.jpg","C$132.89"
"1700697234-17","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Endor Bunker","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-sets/endor-bunker-5555.php","Star Wars The Vintage Collection Endor Bunker","Star Wars The Vintage Collection Endor Bunker 
Located at an Imperial outpost on Endor’s forest moon, the Endor Bunker housed the shield generator for the Empire’s second Death Star.



Includes Endor Rebel Commando (Scout Trooper Disguise) action figure.","/star-wars/images/thumbs/endor-bunker-5555.jpg","C$72.23"
"1700697236-18","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Jabba's Court Denizens 4 Pack","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-sets/jabbas-court-denizens-4-pack-6380.php","Star Wars The Vintage Collection Jabba's Court Denizens 4 Pack","Star Wars The Vintage Collection Jabba's Court Denizens 4 Pack 
Protected by Skiff Guards, Jabba the Hutt’s palace bustled with court members, henchmen, and dregs of the galaxy who attempted to curry favor with the grotesque crime lord.



Includes 4 Vintage Collection Action Figures: Ree-Yees (Reissue VC137), Taym Dren-garen (VC287), Velken Tezeri (VC288) and Tessek (Squidhead VC286).","/star-wars/images/thumbs/jabbas-court-denizens-4-pack-6380.jpg","C$181.09"
"1700697238-19","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Boba Fett’s Throne Room","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-sets/boba-fetts-throne-room-3963.php","Star Wars The Vintage Collection Boba Fett’s Throne Room","Star Wars The Vintage Collection Boba Fett’s Throne Room 
The pasty-faced Twi'lek, Bib Fortuna, sat on the throne that previously belonged to Jabba the Hut until one of the most feared bounty hunters in the galaxy, Boba Fett, took it by force.



Includes Bib Fortuna (Tatooine) figure, with Kenner-inspired staff accessory.","/star-wars/images/thumbs/boba-fetts-throne-room-3963.jpg","C$353.07"
"1700697240-20","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Shoretrooper 4 Pack","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-sets/shoretrooper-4-pack-3735.php","Star Wars The Vintage Collection Shoretrooper 4 Pack","Star Wars The Vintage Collection Shoretrooper 4 Pack 
During the height of the Empire shoretroopers would patrol the beaches of the Imperial military headquarters. Now, they find themselves assigned to less glorious postings.","/star-wars/images/thumbs/shoretrooper-4-pack-3735.jpg","C$57.54"
"1700697243-21","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Rebel Fleet Trooper 4 Pack","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-sets/rebel-fleet-trooper-4-pack-3532.php","Star Wars The Vintage Collection Rebel Fleet Trooper 4 Pack","Star Wars The Vintage Collection Rebel Fleet Trooper 4 Pack 
Rebel troopers were the Alliance's front-line soldiers in the war against the Empire. They defended the Alliance's leaders on countless worlds and during many operations.","/star-wars/images/thumbs/rebel-fleet-trooper-4-pack-3532.jpg","C$86.21"
"1700697245-22","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Phase I Clone Trooper 4 pack","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-sets/phase-i-clone-trooper-4-pack-4185.php","Star Wars The Vintage Collection Phase I Clone Trooper 4 pack","Star Wars The Vintage Collection Phase I Clone Trooper 4 pack 
So symbolic were they of the times, the galaxy-wide conflict that saw their debut took its name from their ranks: the Clone Wars.","/star-wars/images/thumbs/phase-i-clone-trooper-4-pack-4185.jpg","C$62.21"
"1700697247-23","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Obi-Wan Kenobi Multipack","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-sets/obi-wan-kenobi-multipack-4329.php","Star Wars The Vintage Collection Obi-Wan Kenobi Multipack","Star Wars The Vintage Collection Obi-Wan Kenobi Multipack 
Amazon Exclusive multi-pack includes VC257 Ben Kenobi (Tibidon Station), VC259 Teeka, and VC258 Purge Trooper (Phase II Armor).","/star-wars/images/thumbs/obi-wan-kenobi-multipack-4329.jpg","C$80.16"
"1700697249-24","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Jedi Survivor Multipack","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-sets/jedi-survivor-multipack-4273.php","Star Wars The Vintage Collection Jedi Survivor Multipack","Star Wars The Vintage Collection Jedi Survivor Multipack 
Featuring premium detail and design across multiple points of articulation, as well as original Kenner branding, the STAR WARS: THE VINTAGE COLLECTION 3.75-INCH GAMING GREATS STAR WARS: JEDI SURVIVOR MULTIPACK is inspired by the STAR WARS: SURVIVOR video game. Riot Scout Troopers are deployed wherever the Empire needs to put down insurrections. Imperial Security Droids, also known as KX-series Security Droids, are commonly used in service to the Galactic Empire. The elite IG-100 MagnaGuard served as bodyguards to the highest-ranking Separatist leaders. All are formidable opponents. The set includes Riot Scout Trooper VC255, KX Security Droid VC256, and MagnaGuard VC188 action figures.​","/star-wars/images/thumbs/jedi-survivor-multipack-4273.jpg","null"
"1700697251-25","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Incinerator Trooper & Grogu (Deluxe)","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-sets/incinerator-trooper-grogu-deluxe-3727.php","Star Wars The Vintage Collection Incinerator Trooper & Grogu (Deluxe)","Star Wars The Vintage Collection Incinerator Trooper & Grogu (Deluxe) 
The incinerator trooper wields powerful flamethrower weaponry to set enemies and their fortifications ablaze. And Grogu is a mysterious alien pursued by bounty hunters.","/star-wars/images/thumbs/incinerator-trooper-grogu-deluxe-3727.jpg","C$27.23"
"1700697254-26","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Imperial Stormtrooper (Nevarro Cantina - Deluxe)","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-sets/imperial-stormtrooper-nevarro-cantina-deluxe-3728.php","Star Wars The Vintage Collection Imperial Stormtrooper (Nevarro Cantina - Deluxe)","Star Wars The Vintage Collection Imperial Stormtrooper (Nevarro Cantina - Deluxe) 
Elite shock troops fanatically loyal to the Empire and impossible to sway from the Imperial cause. They wear imposing white armor, which allows them to survive in almost any environment.","/star-wars/images/thumbs/imperial-stormtrooper-nevarro-cantina-deluxe-3728.jpg","C$32.71"
"1700697256-27","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Imperial Death Trooper 4 Pack","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-sets/imperial-death-trooper-4-pack-4130.php","Star Wars The Vintage Collection Imperial Death Trooper 4 Pack","Star Wars The Vintage Collection Imperial Death Trooper 4 Pack 
Elite Imperial soldiers, death troopers wear specialized stormtrooper armor with a dark, ominous gleam. They serve as bodyguards and enforcers for Imperial figureheads","/star-wars/images/thumbs/imperial-death-trooper-4-pack-4130.jpg","C$59.83"
"1700697258-28","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Boba Fett (Tatooine - Deluxe)","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-sets/boba-fett-tatooine-deluxe-3734.php","Star Wars The Vintage Collection Boba Fett (Tatooine - Deluxe)","Star Wars The Vintage Collection Boba Fett (Tatooine - Deluxe) 
Once regarded as one of the most fearsome bounty hunters in the galaxy, Boba Fett seemingly met his demise in the Sarlacc pit. A survivor, Fett lived to fight another day.","/star-wars/images/thumbs/boba-fett-tatooine-deluxe-3734.jpg","C$26.95"
"1700697260-29","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Ahsoka Tano & Grogu (Deluxe)","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-sets/ahsoka-tano-grogu-deluxe-3729.php","Star Wars The Vintage Collection Ahsoka Tano & Grogu (Deluxe)","Star Wars The Vintage Collection Ahsoka Tano & Grogu (Deluxe) 
Now a wandering Jedi, Ahsoka Tano forges her own path in the galaxy, righting injustices that she discovers. Grogu, a mysterious alien, is being pursued by bounty hunters.","/star-wars/images/thumbs/ahsoka-tano-grogu-deluxe-3729.jpg","C$36.13"
"1700697262-30","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Emperor’s Throne Room","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-sets/emperors-throne-room-2861.php","Star Wars The Vintage Collection Emperor’s Throne Room","Star Wars The Vintage Collection Emperor’s Throne Room 
Sheev Palpatine manipulated the political system of the Galactic Empire until he was named Supreme Chancellor – and eventually Emperor. The Emperor’s Death Star throne room was the site of a climactic showdown between Jedi and Sith at the Battle of Endor. Includes: The Emperor, throne, throne room window background, and 4 accessories: 2 lightning hands, cane, and Luke Skywalker’s Lightsaber hilt.","/star-wars/images/thumbs/emperors-throne-room-2861.jpg","C$67.91"
"1700697264-31","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Stormtrooper Action Figure Set","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-sets/stormtrooper-action-figure-set-3204.php","Star Wars The Vintage Collection Stormtrooper Action Figure Set","Star Wars The Vintage Collection Stormtrooper Action Figure Set 
Stormtroopers are elite shock troops fanatically loyal to the Empire and impossible to sway from the Imperial cause. These four 3 3/4'' scale Stormtrooper action figures are highly articulated and come with six accessories. Part of Hasbro's Star Wars The Vintage Collection, the vintage-inspired packaging features the original Kenner branding.","/star-wars/images/thumbs/stormtrooper-action-figure-set-3204.jpg","C$91.47"
"1700697267-32","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Bad Batch Special 4-Pack","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-sets/bad-batch-special-4-pack-2636.php","Star Wars The Vintage Collection Bad Batch Special 4-Pack","Star Wars The Vintage Collection Bad Batch Special 4-Pack 
THE BAD BATCH Figure 4-Pack is inspired by STAR WARS: THE BAD BATCH animated series and makes a great gift for STAR WARS fans and collectors. This action figure 4-pack is inspired by the characters in STAR WARS: THE BAD BATCH, and includes CLONE CAPTAIN REX (BRACCA), CLONE CAPTAIN BALLAST, CLONE CAPTAIN GREY, and ELITE SQUAD TROOPER figures each presented on individual STAR WARS: THE VINTAGE COLLECTION cardbacks contained in additional packaging. These fully articulated figures feature poseable heads, arms, and legs, as well as premium design and detail. Includes 4 figures and 10 accessories. Available for pre-order exclusively at Amazon.","/star-wars/images/thumbs/bad-batch-special-4-pack-2636.jpg","C$62.88"
"1700697269-33","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","501st Legion ARC Troopers","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-sets/501st-legion-arc-troopers-1877.php","Star Wars The Vintage Collection 501st Legion ARC Troopers","Star Wars The Vintage Collection 501st Legion ARC Troopers 
The Clone Troopers of the 501st Legion were a tight-knit bunch, loyal to the end to their Jedi General, Anakin Skywalker. Clone Troopers Echo, Fives, and Jesse were comrades-in-arms in the 501st","/star-wars/images/thumbs/501st-legion-arc-troopers-1877.jpg","C$124.93"
"1700697271-34","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Special 3 Action Figures (Skiff Guards)","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-sets/special-3-action-figures-skiff-guards-1893.php","Star Wars The Vintage Collection Special 3 Action Figures (Skiff Guards)","Star Wars The Vintage Collection Special 3 Action Figures (Skiff Guards) 
Vizam, Vedain, And Brock Starsher Get Much More Than They Bargained For When They Try To Make Luke Skywalker Walk The Plank Over The Sarlacc Pit On Tatooine. With A Little Help From His Trusted Droid, R2-D2, And His Friends, Han Solo, Chewbacca, And Lando Calrissian, Luke Is Able To Fight Off Jabba The Hutt’s Men And Make His Daring Escape. With This Star Wars The Vintage Collection Tatooine Skiff Action Figure Set, Fans Can Recreate This Classic Return Of The Jedi Battle And Imagine New Adventures.","/star-wars/images/thumbs/special-3-action-figures-skiff-guards-1893.jpg","C$65.09"
"1700697273-35","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Luke Skywalker Jedi Destiny Set","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-sets/luke-skywalker-jedi-destiny-set-1891.php","Star Wars The Vintage Collection Luke Skywalker Jedi Destiny Set","Star Wars The Vintage Collection Luke Skywalker Jedi Destiny Set 
The Journey of the legendary Luke Skywalker began on Tatooine. A simple farmboy, Luke’s life was forever changed when he discovered a message from the rebel Princess Leia. Luke infiltrated the Death Star, disguised as a Stormtrooper, to rescue the princess. He then joined the Rebellion and piloted an X-Wing into battle against the Empire. But the call of the Force was strong, and after training with Jedi Master Yoda, Luke realized his true power as a Jedi Knight.","/star-wars/images/thumbs/luke-skywalker-jedi-destiny-set-1891.jpg","null"
"1700697275-36","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Cave Of Evil","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-sets/cave-of-evil-1883.php","Star Wars The Vintage Collection Cave Of Evil","Star Wars The Vintage Collection Cave Of Evil 
While training on Dagobah, Luke Skywalker faces a chilling test in the Cave of Evil, facing off against a spectral Darth Vader whose helmet conceals Lukes own face!","/star-wars/images/thumbs/cave-of-evil-1883.jpg","C$23.21"
"1700697277-37","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Doctor Aphra Comic Set","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-sets/doctor-aphra-comic-set-1884.php","Star Wars The Vintage Collection Doctor Aphra Comic Set","Star Wars The Vintage Collection Doctor Aphra Comic Set 
On a mission gone wrong, Doctor Aphra finds herself at the hands of the formidable Sith Lord, Darth Vader. A rare survivor of such meetings, Aphra is recruited by Vader for her skills in reprogramming droids and her apparent lack of remorse for breaking the law to get what she wants. After a brief checkered partnership with Darth Vader, Doctor Aphra escapes from the control of her dark supervisor and his clandestine agenda. Free of her obligations to Vader, Aphra ventures out with her assassin droids, 0-0-0 aka Triple Zero and BT-1 aka Beetee, and Wookiee bounty hunter Black Krrsantan in search of new opportunities, legal and otherwise. Though unafraid of using whatever means necessary to get what she wants, Doctor Aphra is careful to avoid additional entanglements with Darth Vader, understanding all too well the vast reaches of his unflinching power.","/star-wars/images/thumbs/doctor-aphra-comic-set-1884.jpg","C$107.12"
"1700697280-38","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Imperial Scanning Crew","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-sets/imperial-scanning-crew-1882.php","Star Wars The Vintage Collection Imperial Scanning Crew","Star Wars The Vintage Collection Imperial Scanning Crew 
The Millenium Falcon is captured by the Death Star. A scanning crew searches the ship for the crew while Stormtrooper TK-421 stands guard outside the ship.","/star-wars/images/thumbs/imperial-scanning-crew-1882.jpg","C$100.46"
"1700697282-39","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Ewok Assault Catapult","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-sets/ewok-assault-catapult-1880.php","Star Wars The Vintage Collection Ewok Assault Catapult","Star Wars The Vintage Collection Ewok Assault Catapult 
The Ewoks help a Rebel strike team capture the shield generator that is protecting the second Death Star from attack. Re-create some of your favorite scenes from the Star Wars: Return of the Jedi film with this realistic Ewok Assault Catapult!","/star-wars/images/thumbs/ewok-assault-catapult-1880.jpg","C$97.98"
"1700697284-40","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Death Star Scanning Crew","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-sets/death-star-scanning-crew-1878.php","Star Wars The Vintage Collection Death Star Scanning Crew","Star Wars The Vintage Collection Death Star Scanning Crew 
The Millennium Falcon is captured by the Death Star. A scanning crew checks the ship for crew or Droids while an Imperial officer monitors the investigation.

Re-create the suspenseful moment when the Millennium Falcon was captured by the Imperial forces with the Death Star Scanning Crew figure set! The set includes armed Imperial Officer and Imperial Technician figures and gear for a ship scan. Your collection – and your adventures – won't be complete without them!","/star-wars/images/thumbs/death-star-scanning-crew-1878.jpg","C$93.63"
"1700697286-41","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Villain Set (Boba Fett)","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-sets/villain-set-boba-fett-1897.php","Star Wars The Vintage Collection Villain Set (Boba Fett)","Star Wars The Vintage Collection Villain Set (Boba Fett) 
This band of evil enforcers tries to crush the rebellion against the Galactic Empire. Includes Tusken Raider, Snaggletooth and Boba Fett.","/star-wars/images/thumbs/villain-set-boba-fett-1897.jpg","C$81.86"
